"","player_name","web_scraped_team","dob","height"
"3524","Glenn Molloy","Melbourne",1971-09-13,186
"3525","Graham Molloy","Melbourne",1947-06-26,183
"3526","Brent Moloney","Melbourne",1984-01-28,182
"3527","Gary Moorcroft","Melbourne",1976-04-16,173
"3528","Kevin Moore","Melbourne",1954-02-06,181
"3529","Peter Moore","Melbourne",1957-01-11,198
"3530","John Morgan","Melbourne",1953-04-28,188
"3531","Cale Morton","Melbourne",1990-01-18,192
"3532","Shannon Motlop","Melbourne",1978-08-18,182
"3533","John Murnane","Melbourne",1948-02-11,180
"3534","David Murray","Melbourne",1955-11-12,182
"3535","Shane Neaves","Melbourne",1987-05-11,198
"3536","David Neitz","Melbourne",1975-01-22,191
"3537","Craig Nettelbeck","Melbourne",1972-05-26,193
"3538","Bill Nettlefold","Melbourne",1953-04-24,178
"3539","Heath Neville","Melbourne",1988-02-02,186
"3540","Stephen Newport","Melbourne",1965-11-05,182
"3541","Ben Newton","Melbourne",1992-08-08,183
"3542","Leigh Newton","Melbourne",1976-03-25,198
"3543","Michael Newton","Melbourne",1987-04-27,193
"3544","Jeremy Nichols","Melbourne",1965-11-04,178
"3545","Alistair Nicholson","Melbourne",1978-03-04,197
"3546","Daniel Nicholson","Melbourne",1990-11-02,183
"3547","Luke Norman","Melbourne",1971-12-16,184
"3548","Jason Norrish","Melbourne",1972-01-26,179
"3549","Barry Norsworthy","Melbourne",1951-10-16,173
"3550","Darren O'Brien","Melbourne",1969-03-22,180
"3551","Paul O'Brien","Melbourne",1961-04-16,177
"3552","Andrew Obst","Melbourne",1964-08-19,184
"3553","Kelly O'Donnell","Melbourne",1960-11-16,173
"3554","Des O'Dwyer","Melbourne",1961-08-24,187
"3555","Steven O'Dwyer","Melbourne",1966-01-19,201
"3556","Peter O'Keefe","Melbourne",1956-03-24,181
"3557","Trent Ormond-Allen","Melbourne",1976-06-11,180
"3558","Graham Osborne","Melbourne",1947-06-30,187
"3559","Ken Osborne","Melbourne",1948-09-26,183
"3560","Michael O'Sullivan","Melbourne",1962-04-05,185
"3561","Luke Ottens","Melbourne",1976-05-22,194
"3562","Barry Ough","Melbourne",1957-06-30,193
"3563","Rod Owen","Melbourne",1967-01-31,185
"3564","Mal Owens","Melbourne",1952-01-30,188
"3565","Charles Pagnoccolo","Melbourne",1951-03-25,178
"3566","Les Parish","Melbourne",1955-09-28,180
"3567","Greg Parke","Melbourne",1948-04-18,185
"3568","Dennis Payne","Melbourne",1954-09-03,194
"3569","Paul Payne","Melbourne",1965-03-06,189
"3570","Rod Payne","Melbourne",1945-01-22,196
"3571","Cameron Pedersen","Melbourne",1987-03-17,193
"3572","Nick Pesch","Melbourne",1974-06-25,173
"3573","Ricky Petterd","Melbourne",1988-07-24,185
"3574","Michael Pickering","Melbourne",1963-11-30,187
"3575","Byron Pickett","Melbourne",1977-08-11,179
"3576","Martin Pike","Melbourne",1972-11-14,189
"3577","Phillip Pinnell","Melbourne",1951-01-07,189
"3578","Steven Pitt","Melbourne",1973-07-22,188
"3579","Michael Polley","Melbourne",1976-09-14,180
"3580","Daryl Powell","Melbourne",1952-05-31,179
"3581","Stephen Powell","Melbourne",1976-09-07,181
"3582","Mike Power","Melbourne",1955-03-14,180
"3583","Paul Prymke","Melbourne",1970-12-08,194
"3584","Robert Pyman","Melbourne",1971-10-06,180
"3585","Laurie Queay","Melbourne",1952-11-17,182
"3586","Tom Quinn","Melbourne",1947-10-31,191
"3587","John Quirk","Melbourne",1945-07-28,175
"3588","Kerry Rattray","Melbourne",1944-07-13,183
"3589","Mick Rea","Melbourne",1956-12-10,196
"3590","Phillip Read","Melbourne",1979-10-20,180
"3591","John Reid","Melbourne",1953-02-25,185
"3592","Michael Reynolds","Melbourne",1963-07-30,187
"3593","Phil Rhoden","Melbourne",1945-10-15,178
"3594","Kelvin Richards","Melbourne",1960-03-06,188
"3595","Russell Richards","Melbourne",1962-03-30,188
"3596","Guy Rigoni","Melbourne",1974-07-27,181
"3597","Aidan Riley","Melbourne",1991-12-13,182
"3598","Henry Ritterman","Melbourne",1951-09-20,173
"3599","Jared Rivers","Melbourne",1984-10-18,194
"3600","David Robbie","Melbourne",1944-05-11,173
"3601","Ken Roberts","Melbourne",1952-05-13,185
"3602","Russell Robertson","Melbourne",1978-11-24,187
"3603","Haydn Robins","Melbourne",1972-08-09,184
"3604","David Rodan","Melbourne",1983-10-08,173
"3605","Brian Roet","Melbourne",1939-11-02,187
"3606","Peter Rohde","Melbourne",1964-11-19,185
"3607","Trevor Rollinson","Melbourne",1947-07-17,180
"3608","Ken Rowe","Melbourne",1943-12-05,188
"3609","Russell Rowe","Melbourne",1954-01-21,179
"3610","Paul Rowlands","Melbourne",1949-05-28,185
"3611","Francesco Rugolo","Melbourne",1963-09-05,184
"3612","Joseph Rugolo","Melbourne",1965-09-02,193
"3613","Bob Russell","Melbourne",1945-10-04,188
"3614","Kerry Ryan","Melbourne",1947-02-14,177
"3615","Clay Sampson","Melbourne",1976-02-24,178
"3616","Ray Sampson","Melbourne",1949-11-12,184
"3617","Darryl Schwarz","Melbourne",1947-06-26,189
"3618","David Schwarz","Melbourne",1972-07-24,195
"3619","Graham Scott","Melbourne",1946-10-16,185
"3620","Phil Seaton","Melbourne",1957-01-04,183
"3621","Michael Seddon","Melbourne",1958-05-13,187
"3622","Marcus Seecamp","Melbourne",1972-07-27,185
"3623","James Sellar","Melbourne",1989-03-24,196
"3624","Dannie Seow","Melbourne",1967-04-02,188
"3625","Jamie Shanahan","Melbourne",1967-12-06,194
"3626","Jai Sheahan","Melbourne",1993-01-27,195
"3627","Scott Simister","Melbourne",1973-02-24,185
"3628","Troy Simmonds","Melbourne",1978-07-13,197
"3629","Peter Sinclair","Melbourne",1947-05-19,179
"3630","Greg Sizer","Melbourne",1965-08-13,183
"3631","Peter Slade","Melbourne",1954-03-27,178
"3632","Kim Smith","Melbourne",1952-06-23,191
"3633","Nick Smith","Melbourne",1984-08-27,198
"3634","Peter Smith","Melbourne",1947-09-22,183
"3635","Ray Smith","Melbourne",1948-09-23,183
"3636","Shaun Smith","Melbourne",1969-06-22,184
"3637","Steven Smith","Melbourne",1956-05-22,193
"3638","Tim Smith","Melbourne",1991-02-20,192
"3639","Craig Smoker","Melbourne",1978-04-04,174
"3640","Earl Spalding","Melbourne",1965-03-11,198
"3641","Bradley Sparks","Melbourne",1967-08-21,180
"3642","John Sparks","Melbourne",1957-01-05,174
"3643","Jake Spencer","Melbourne",1989-10-09,203
"3644","Trevor Spencer","Melbourne",1965-06-28,190
"3645","Nathan Stark","Melbourne",1994-07-19,177
"3646","Bob Stewart","Melbourne",1946-08-09,188
"3647","Neville Stone","Melbourne",1946-12-14,182
"3648","James Strauss","Melbourne",1990-06-14,185
"3649","Billy Stretch","Melbourne",1996-09-08,180
"3650","Steven Stretch","Melbourne",1964-01-05,184
"3651","Brian Stynes","Melbourne",1971-09-29,190
"3652","Jim Stynes","Melbourne",1966-04-23,199
"3653","Chris Sullivan","Melbourne",1972-08-08,180
"3654","Tony Sullivan","Melbourne",1949-01-18,180
"3655","Scott Sutcliffe","Melbourne",1963-02-10,185
"3656","Glenn Swan","Melbourne",1952-10-01,197
"3657","Colin Sylvia","Melbourne",1985-11-08,186
"3658","Rory Taggert","Melbourne",1993-06-22,188
"3659","Xavier Tanner","Melbourne",1956-05-02,183
"3660","Luke Tapscott","Melbourne",1991-06-28,180
"3661","Luke Taylor","Melbourne",2001-01-01,NA
"3662","Kelvin Templeton","Melbourne",1956-09-30,191
"3663","Dean Terlich","Melbourne",1989-12-13,186
"3664","Paul Thompson","Melbourne",1958-04-19,188
"3665","Scott Thompson","Melbourne",1983-03-14,185
"3666","Peter Thorne","Melbourne",1960-01-24,175
"3667","John Tilbrook","Melbourne",1946-06-10,184
"3668","Stephen Tingay","Melbourne",1970-08-13,181
"3669","Barry Tippett","Melbourne",1957-03-16,175
"3670","Ian Todd","Melbourne",1961-09-11,191
"3671","John Toll","Melbourne",1946-02-04,183
"3672","John Tossol","Melbourne",1961-08-26,178
"3673","Peter Tossol","Melbourne",1962-11-21,183
"3674","Jimmy Toumpas","Melbourne",1994-01-02,183
"3675","John Townsend","Melbourne",1943-06-16,171
"3676","Jack Trengove","Melbourne",1991-09-02,186
"3677","Craig Turley","Melbourne",1965-08-24,185
"3678","Steve Turner","Melbourne",1960-12-27,193
"3679","Josh Tynan","Melbourne",1993-11-06,185
"3680","Barrie Vagg","Melbourne",1943-01-21,182
"3681","Shane Valenti","Melbourne",1987-01-29,176
"3682","Brendan Van Schaik","Melbourne",1986-02-07,203
"3683","Peter Vardy","Melbourne",1976-01-26,181
"3684","Frank Vearing","Melbourne",1943-11-21,173
"3685","Bernie Vince","Melbourne",1985-10-02,186
"3686","Jay Viney","Melbourne",1968-12-20,180
"3687","Todd Viney","Melbourne",1966-03-30,183
"3688","Corey Wagner","Melbourne",1997-03-23,181
"3689","Joshua Wagner","Melbourne",1994-06-24,189
"3690","Guy Walker","Melbourne",1995-09-12,184
"3691","Max Walker","Melbourne",1948-09-12,189
"3692","John Wallace","Melbourne",1959-09-01,188
"3693","Glenn Walley","Melbourne",1956-07-23,182
"3694","Peter Walsh","Melbourne",1976-07-24,180
"3695","Robert Walters","Melbourne",1955-11-13,193
"3696","Daniel Ward","Melbourne",1977-07-09,185
"3697","Matthew Warnock","Melbourne",1984-04-03,195
"3698","Graeme Watson","Melbourne",1945-03-08,182
"3699","Jack Watts","Melbourne",1991-03-26,196
"3700","Stephen Wearne","Melbourne",1968-10-04,180
"3701","Peter Weekes","Melbourne",1947-02-21,192
"3702","Isaac Weetra","Melbourne",1989-02-27,184
"3703","Greg Wells","Melbourne",1950-06-06,175
"3704","Paul Wheatley","Melbourne",1981-12-04,189
"3705","Matthew Whelan","Melbourne",1979-11-13,180
"3706","Jeff White","Melbourne",1977-02-19,195
"3707","Mitchell White","Melbourne",1996-04-10,188
"3708","Robin White","Melbourne",1960-09-08,177
"3709","Don Whitford","Melbourne",1956-11-15,182
"3710","Ken Whitfort","Melbourne",1959-10-10,185
"3711","Geoff Whitton","Melbourne",1942-02-01,185
"3712","Sean Wight","Melbourne",1964-03-15,185
"3713","Terry Wilkins","Melbourne",1953-07-04,178
"3714","David Williams","Melbourne",1961-10-26,182
"3715","Don Williams","Melbourne",1935-11-03,182
"3716","Grant Williams","Melbourne",1969-11-15,188
"3717","Leigh Williams","Melbourne",1990-05-19,193
"3718","Luke Williams","Melbourne",1979-12-29,185
"3719","Peter Williamson","Melbourne",1953-12-01,188
"3720","Brian Wilson","Melbourne",1961-09-30,180
"3721","Maurice Wingate","Melbourne",1957-10-19,182
"3722","Graham Wise","Melbourne",1942-10-13,188
"3723","Mark Withers","Melbourne",1964-03-03,175
"3724","Shane Woewodin","Melbourne",1976-07-12,185
"3725","Austin Wonaeamirri","Melbourne",1988-10-02,176
"3726","Greg Wood","Melbourne",1953-03-08,175
"3727","Chris Woodman","Melbourne",1956-08-31,194
"3728","Rodney Wright","Melbourne",1960-12-29,181
"3729","Garrey Wynd","Melbourne",1946-10-31,177
"3730","Graeme Yeats","Melbourne",1964-09-21,179
"3731","Peter Yeo","Melbourne",1947-05-22,183
"3732","Michael Young","Melbourne",1958-12-16,187
"3733","Adem Yze","Melbourne",1977-09-21,187
"3734","Shane Zantuck","Melbourne",1955-05-20,177
"3735","Trent Zomer","Melbourne",1989-06-09,196
"3736","Bruce Abernethy","North Melbourne",1962-05-10,185
"3737","Winston Abraham","North Melbourne",1974-09-29,175
"3738","David Ackerly","North Melbourne",1960-11-27,178
"3739","Leigh Adams","North Melbourne",1988-04-06,176
"3740","Paul Ahern","North Melbourne",1996-08-01,183
"3741","Barry Allan","North Melbourne",1942-09-26,188
"3742","Brett Allison","North Melbourne",1968-05-26,182
"3743","Tom Allison","North Melbourne",1944-02-29,175
"3744","Stan Alves","North Melbourne",1946-05-22,178
"3745","Brady Anderson","North Melbourne",1975-06-12,178
"3746","Graeme Anderson","North Melbourne",1953-01-05,185
"3747","Stuart Anderson","North Melbourne",1974-06-27,181
"3748","Warwick Angus","North Melbourne",1969-07-14,194
"3749","Liam Anthony","North Melbourne",1987-09-09,189
"3750","Mark Arceri","North Melbourne",1964-10-25,170
"3751","Glenn Archer","North Melbourne",1973-03-24,182
"3752","Matt Armstrong","North Melbourne",1967-03-01,177
"3753","Graeme Atkins","North Melbourne",1963-10-30,178
"3754","Mark Attard","North Melbourne",1974-07-29,176
"3755","Brian Backhouse","North Melbourne",1948-05-07,177
"3756","John Baird","North Melbourne",1980-06-11,192
"3757","Phil Baker","North Melbourne",1952-03-22,192
"3758","Kristian Bardsley","North Melbourne",1972-09-13,172
"3759","Ricky Barham","North Melbourne",1958-11-28,183
"3760","John Barnett","North Melbourne",1975-08-15,175
"3761","Ryan Bastinac","North Melbourne",1991-06-22,184
"3762","Ross Beale","North Melbourne",1952-05-21,188
"3763","Peter Bell","North Melbourne",1976-03-01,175
"3764","Warren Benjamin","North Melbourne",1990-05-10,187
"3765","Terry Benton","North Melbourne",1942-07-13,175
"3766","William Berry","North Melbourne",1957-06-27,196
"3767","Gerald Betts","North Melbourne",1954-10-05,187
"3768","Aaron Black","North Melbourne",1990-11-29,192
"3769","John Blakey","North Melbourne",1966-07-24,187
"3770","Malcolm Blight","North Melbourne",1950-02-16,182
"3771","Alan Bloomfield","North Melbourne",1950-02-12,183
"3772","Shane Bond","North Melbourne",1954-06-20,173
"3773","David Bourke","North Melbourne",1976-01-09,194
"3774","Brendan Bower","North Melbourne",1966-08-04,188
"3775","Maurice Boyse","North Melbourne",1955-07-03,183
"3776","Mark Brayshaw","North Melbourne",1966-02-05,187
"3777","Arnold Briedis","North Melbourne",1955-08-20,189
"3778","Robert Briedis","North Melbourne",1957-01-01,175
"3779","Craig Brittain","North Melbourne",1964-06-06,178
"3780","Leigh Brown","North Melbourne",1982-02-23,194
"3781","Neil Brown","North Melbourne",1952-04-21,194
"3782","Geoff Bryant","North Melbourne",1946-07-22,178
"3783","Kevin Bryant","North Melbourne",1955-01-08,189
"3784","Paul Bryce","North Melbourne",1968-07-12,194
"3785","Ben Buckley","North Melbourne",1967-06-29,185
"3786","Stephen Buckley","North Melbourne",1959-04-23,183
"3787","Brendan Burnett","North Melbourne",1957-08-02,182
"3788","John Burns","North Melbourne",1949-08-10,178
"3789","Matthew Burton","North Melbourne",1970-05-19,210
"3790","John Byrne","North Melbourne",1956-02-24,183
"3791","Barry Cable","North Melbourne",1943-09-22,168
"3792","David Calthorpe","North Melbourne",1973-08-17,179
"3793","Garry Cameron","North Melbourne",1948-04-05,192
"3794","Les Cameron","North Melbourne",1946-06-18,183
"3795","Matt Campbell","North Melbourne",1987-01-21,170
"3796","Warren Campbell","North Melbourne",1974-10-19,185
"3797","Matthew Capuano","North Melbourne",1975-09-02,198
"3798","Wayne Carey","North Melbourne",1971-05-27,192
"3799","Phil Carman","North Melbourne",1950-09-04,188
"3800","Alan Carr","North Melbourne",1939-04-21,188
"3801","John Cassin","North Melbourne",1951-07-02,180
"3802","David Ceglar","North Melbourne",1966-06-14,195
"3803","Brett Chandler","North Melbourne",1975-07-11,173
"3804","Jeff Chandler","North Melbourne",1966-03-12,179
"3805","Peter Chisnall","North Melbourne",1949-01-22,175
"3806","Martin Christensen","North Melbourne",1965-09-10,180
"3807","Alastair Clarkson","North Melbourne",1968-04-27,177
"3808","Jeremy Clayton","North Melbourne",1981-02-09,175
"3809","Shane Clayton","North Melbourne",1978-10-24,186
"3810","Stuart Cochrane","North Melbourne",1978-07-20,189
"3811","Leigh Colbert","North Melbourne",1975-06-07,192
"3812","Jon Collins","North Melbourne",1961-03-14,174
"3813","Graham Cornes","North Melbourne",1948-03-31,189
"3814","Gary Cowton","North Melbourne",1952-12-30,188
"3815","David Craig","North Melbourne",1953-02-16,185
"3816","Darren Crocker","North Melbourne",1967-03-26,189
"3817","Joel Crocker","North Melbourne",2000-04-14,188
"3818","Brent Crosswell","North Melbourne",1950-08-08,188
"3819","Daryl Cumming","North Melbourne",1951-05-15,175
"3820","Tom Curran","North Melbourne",1993-09-18,195
"3821","Daniel Currie","North Melbourne",1989-02-15,201
"3822","Nick Dal Santo","North Melbourne",1984-02-22,185
"3823","Jason Daniltchenko","North Melbourne",1975-09-02,191
"3824","Benjamin Davies","North Melbourne",1986-02-10,187
"3825","Ray Davies","North Melbourne",1946-04-18,183
"3826","Barry Davis","North Melbourne",1943-09-15,185
"3827","Craig Davis","North Melbourne",1954-10-02,183
"3828","Majak Daw","North Melbourne",1991-03-11,195
"3829","Mark Dawson","North Melbourne",1953-08-22,177
"3830","Ken Dean","North Melbourne",1938-08-10,178
"3831","Cameron Delaney","North Melbourne",1992-06-19,195
"3832","Luke Delaney","North Melbourne",1989-06-24,194
"3833","Mike Delanty","North Melbourne",1936-10-15,185
"3834","Rod Dell","North Melbourne",1946-11-09,193
"3835","Andrew Demetriou","North Melbourne",1961-04-14,182
"3836","Gary Dempsey","North Melbourne",1948-11-22,197
"3837","David Dench","North Melbourne",1951-08-23,191
"3838","Richard Dennis","North Melbourne",1966-07-31,185
"3839","Peter Densley","North Melbourne",1964-06-01,178
"3840","Brian Devitt","North Melbourne",1948-04-05,193
"3841","Gary Dhurrkay","North Melbourne",1974-03-04,181
"3842","Wolfgang Dietrich","North Melbourne",1949-05-20,185
"3843","Carl Dilena","North Melbourne",1967-03-17,179
"3844","Frank Dimattina","North Melbourne",1946-12-03,175
"3845","Phil Doherty","North Melbourne",1951-04-10,191
"3846","Vin Doolan","North Melbourne",1952-08-20,175
"3847","John Douglas","North Melbourne",1951-10-24,187
"3848","Mick Dowdle","North Melbourne",1947-07-03,173
"3849","Dean Dugdale","North Melbourne",1963-01-11,178
"3850","Glenn Dugdale","North Melbourne",1961-06-02,193
"3851","John Dugdale","North Melbourne",1936-03-08,182
"3852","Ross Dunne","North Melbourne",1948-02-25,193
"3853","Ian Dunstan","North Melbourne",1955-02-28,185
"3854","Sam Durdin","North Melbourne",1996-06-06,198
"3855","John Duthie","North Melbourne",1951-02-09,193
"3856","Anthony Dwyer","North Melbourne",1970-01-01,185
"3857","David Dwyer","North Melbourne",1964-03-15,182
"3858","Laurie Dwyer","North Melbourne",1938-11-06,173
"3859","Stephen Easton","North Melbourne",1959-08-12,194
"3860","Russell Ebert","North Melbourne",1949-06-22,183
"3861","Aaron Edwards","North Melbourne",1984-03-02,184
"3862","Rod Elliott","North Melbourne",1951-06-16,178
"3863","Greg Eppelstun","North Melbourne",1966-11-16,185
"3864","Mick Evans","North Melbourne",1947-07-22,173
"3865","Ian Fairley","North Melbourne",1964-09-18,189
"3866","Doug Farrant","North Melbourne",1949-04-02,189
"3867","Garry Farrant","North Melbourne",1946-09-07,183
"3868","Paul Feltham","North Melbourne",1948-10-01,175
"3869","Noel Fincher","North Melbourne",1944-06-10,185
"3870","Michael Firrito","North Melbourne",1983-11-27,189
"3871","Will Fordham","North Melbourne",1996-03-14,188
"3872","John Frazer","North Melbourne",1956-01-12,191
"3873","Glenn Freeborn","North Melbourne",1973-02-06,183
"3874","Tony Furey","North Melbourne",1963-08-02,188
"3875","Adrian Gallagher","North Melbourne",1946-05-12,179
"3876","Michael Gallagher","North Melbourne",1966-05-09,196
"3877","Michael Gargan","North Melbourne",1947-12-02,183
"3878","Cruize Garlett","North Melbourne",1989-03-06,174
"3879","Michael Gaudion","North Melbourne",1938-06-20,174
"3880","Barry Gavin","North Melbourne",1944-08-20,188
"3881","Paul Geister","North Melbourne",1972-01-29,191
"3882","Peter German","North Melbourne",1965-02-02,182
"3883","Josh Gibson","North Melbourne",1984-03-13,189
"3884","Sam Gibson","North Melbourne",1986-05-27,185
"3885","Ross Glendinning","North Melbourne",1956-09-17,188
"3886","Kerry Good","North Melbourne",1958-11-10,184
"3887","Bob Goode","North Melbourne",1943-10-28,183
"3888","Frank Goode","North Melbourne",1939-12-19,183
"3889","Barry Goodingham","North Melbourne",1945-05-09,199
"3890","Wayne Gordon","North Melbourne",1954-07-11,189
"3891","Glenn Gorman","North Melbourne",1976-01-26,187
"3892","Doug Gott","North Melbourne",1950-06-30,191
"3893","Stephen Goulding","North Melbourne",1960-08-18,185
"3894","Shannon Grant","North Melbourne",1977-04-19,180
"3895","Gary Gray","North Melbourne",1953-11-22,183
"3896","Kasey Green","North Melbourne",1979-09-10,187
"3897","Keith Greig","North Melbourne",1951-10-23,180
"3898","Blake Grima","North Melbourne",1984-06-08,180
"3899","Nathan Grima","North Melbourne",1985-08-05,192
"3900","Leo Groenewegen","North Melbourne",1953-12-17,193
"3901","Chris Groom","North Melbourne",1973-08-28,194
"3902","Frank Gumbleton","North Melbourne",1951-03-06,188
"3903","Jordan Gysberts","North Melbourne",1991-06-11,191
"3904","David Hale","North Melbourne",1984-05-22,201
"3905","Brian Hall","North Melbourne",1952-05-01,183
"3906","Steven Hamilton","North Melbourne",1970-09-07,180
"3907","Lachlan Hansen","North Melbourne",1988-08-17,197
"3908","Leigh Harding","North Melbourne",1981-04-26,180
"3909","Kieran Harper","North Melbourne",1992-06-15,187
"3910","Tim Harrington","North Melbourne",1963-09-19,188
"3911","Brenton Harris","North Melbourne",1969-10-09,185
"3912","Daniel Harris","North Melbourne",1982-05-10,180
"3913","Darren Harris","North Melbourne",1965-08-17,193
"3914","Billy Hartung","North Melbourne",1995-01-24,177
"3915","Brent Harvey","North Melbourne",1978-05-14,167
"3916","Shane Harvey","North Melbourne",1983-01-03,176
"3917","Michael Hawking","North Melbourne",1952-06-01,191
"3918","Jonathan Hay","North Melbourne",1979-08-13,194
"3919","Kerry Haywood","North Melbourne",1950-05-06,193
"3920","Graham Heal","North Melbourne",1945-02-16,179
"3921","Darryl Henderson","North Melbourne",1958-07-15,183
"3922","Ross Henshaw","North Melbourne",1952-08-13,189
"3923","Mark Hepburn","North Melbourne",1968-08-29,195
"3924","Evan Hewitt","North Melbourne",1978-07-07,193
"3925","Mitchell Hibberd","North Melbourne",1996-09-23,192
"3926","Steve Hickey","North Melbourne",1965-10-28,180
"3927","Ken Hill","North Melbourne",1950-04-04,175
"3928","Mark Hilton","North Melbourne",1979-12-27,193
"3929","Taylor Hine","North Melbourne",1992-01-24,184
"3930","Bob Hirst","North Melbourne",1941-10-12,178
"3931","Kym Hodgeman","North Melbourne",1956-07-30,175
"3932","Athol Hodgetts","North Melbourne",1951-01-20,188
"3933","Craig Holden","North Melbourne",1957-08-14,178
"3934","Dale Holmes","North Melbourne",1967-06-04,178
"3935","John Holt","North Melbourne",1962-09-29,183
"3936","Jeff Hopgood","North Melbourne",1948-01-14,191
"3937","Lachlan Hosie","North Melbourne",1997-02-25,189
"3938","Mick Howell","North Melbourne",1946-07-06,191
"3939","Nathan Hrovat","North Melbourne",1994-06-07,175
"3940","Ben Hughes","North Melbourne",1988-08-30,192
"3941","Kevin Hughes","North Melbourne",1963-01-12,176
"3942","Rod Hughes","North Melbourne",1946-03-21,178
"3943","Ray Huppatz","North Melbourne",1948-10-06,170
"3944","Timothy Hutchison","North Melbourne",1988-02-18,196
"3945","Robert Hyde","North Melbourne",1954-11-01,183
"3946","John Ibrahim","North Melbourne",1944-01-08,178
"3947","Stephen Icke","North Melbourne",1956-03-07,184
"3948","Andrew Ireland","North Melbourne",1953-03-07,191
"3949","Alex Ishchenko","North Melbourne",1964-04-20,201
"3950","Dick Ivey","North Melbourne",1947-06-15,185
"3951","Lionel Jacob","North Melbourne",1946-11-24,173
"3952","Ben Jacobs","North Melbourne",1992-01-09,185
"3953","Alan Jarrott","North Melbourne",1956-08-17,182
"3954","Tom Jeffries","North Melbourne",1999-03-15,200
"3955","Gareth John","North Melbourne",1972-01-17,200
"3956","Bert Johnson","North Melbourne",1939-06-08,170
"3957","Paul Johnson","North Melbourne",1962-04-29,182
"3958","Ray Johnston","North Melbourne",1945-09-16,193
"3959","Peter Jonas","North Melbourne",1959-10-20,184
"3960","Chad Jones","North Melbourne",1984-06-15,196
"3961","Corey Jones","North Melbourne",1981-02-26,187
"3962","Geoff Jones","North Melbourne",1944-11-04,173
"3963","Glenn Joseph","North Melbourne",1952-12-06,191
"3964","Oscar Junker","North Melbourne",1998-01-23,193
"3965","Arthur Karanicolas","North Melbourne",1944-07-10,171
"3966","Peter Keenan","North Melbourne",1951-04-07,197
"3967","Sam Kekovich","North Melbourne",1950-03-11,187
"3968","Phil Kelly","North Melbourne",1957-08-26,184
"3969","Ayden Kennedy","North Melbourne",1991-10-30,192
"3970","Robert Kerr","North Melbourne",1967-03-19,180
"3971","Derek Kickett","North Melbourne",1962-10-06,180
"3972","David King","North Melbourne",1972-03-07,183
"3973","Kent Kingsley","North Melbourne",1978-09-26,193
"3974","Rene Kink","North Melbourne",1956-11-22,183
"3975","Julian Kirzner","North Melbourne",1976-10-24,188
"3976","Doug Koop","North Melbourne",1960-07-22,180
"3977","Andrew Krakouer","North Melbourne",1983-02-04,176
"3978","Andrew Krakouer","North Melbourne",1971-07-09,178
"3979","Jim Krakouer","North Melbourne",1958-10-13,167
"3980","Phil Krakouer","North Melbourne",1960-01-15,178
"3981","Dean Laidley","North Melbourne",1967-03-27,184
"3982","Adam Lange","North Melbourne",1979-01-12,186
"3983","Matthew Larkin","North Melbourne",1964-08-19,180
"3984","Ian Lasslett","North Melbourne",1949-08-07,NA
"3985","John Law","North Melbourne",1959-01-08,185
"3986","Brent LeCras","North Melbourne",1981-10-12,190
"3987","Barry Leslie","North Melbourne",1946-04-27,188
"3988","Rod Lewis","North Melbourne",1960-06-16,194
"3989","Mark Lisle","North Melbourne",1962-08-12,193
"3990","Eric Lissenden","North Melbourne",1972-01-01,193
"3991","John Longmire","North Melbourne",1970-12-31,194
"3992","Jason Love","North Melbourne",1965-12-03,182
"3993","Ed Lower","North Melbourne",1987-06-23,186
"3994","Nick Lowther","North Melbourne",2001-01-01,NA
"3995","Malcolm Lynch","North Melbourne",1988-03-16,184
"3996","Ben Mabon","North Melbourne",1992-06-14,200
"3997","Brett MacKenzie","North Melbourne",1968-05-31,193
"3998","Jamie MacMillan","North Melbourne",1991-09-23,188
"3999","Stan Magro","North Melbourne",1954-07-28,177
"4000","Troy Makepeace","North Melbourne",1979-03-06,175
"4001","Phil Manassa","North Melbourne",1956-01-29,178
"4002","Brad Mangan","North Melbourne",1991-04-27,190
"4003","Peter Mann","North Melbourne",1970-09-07,194
"4004","Michael Martyn","North Melbourne",1968-08-31,190
"4005","Tony May","North Melbourne",1954-05-17,187
"4006","Adrian McAdam","North Melbourne",1971-03-12,183
"4007","Barry McAuliffe","North Melbourne",1943-10-18,183
"4008","Stephen McCann","North Melbourne",1958-05-31,192
"4009","Adam McCarthy","North Melbourne",1972-02-14,185
"4010","Bernie McCarthy","North Melbourne",1943-08-21,191
"4011","Gavan McCarthy","North Melbourne",1945-05-16,183
"4012","John McCarthy","North Melbourne",1967-03-30,185
"4013","Jason McCartney","North Melbourne",1974-03-14,191
"4014","Daniel McConnell","North Melbourne",1986-06-21,189
"4015","Donald McDonald","North Melbourne",1962-05-10,191
"4016","Sam McFarlane","North Melbourne",1975-12-05,178
"4017","Timothy Mcgenniss","North Melbourne",1994-01-18,182
"4018","Dennis McGrath","North Melbourne",1946-09-07,193
"4019","Tim McGrath","North Melbourne",1970-10-07,190
"4020","Kevin McGuire","North Melbourne",1961-06-10,185
"4021","Hamish McIntosh","North Melbourne",1984-09-04,203
"4022","Bradley McKenzie","North Melbourne",1993-05-29,186
"4023","Tom McKenzie","North Melbourne",2000-06-23,183
"4024","Corey McKernan","North Melbourne",1973-12-19,197
"4025","Noel McKernan","North Melbourne",1945-12-04,175
"4026","Ben McKinley","North Melbourne",1987-03-04,185
"4027","Joe McLaren","North Melbourne",1977-12-11,187
